type,term,unicode,source_definition,learner_definition_en,learner_definition_status,ai_review_status,review_notes
word,特區,U+7279 U+5340,,special region,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,神奇,U+795E U+5947,,magical; amazing,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,笑聲,U+7B11 U+8072,,laughter,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,缺點,U+7F3A U+9EDE,,shortcoming; fault,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,航天飛機,U+822A U+5929 U+98DB U+6A5F,,space shuttle,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,記者,U+8A18 U+8005,,reporter,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,配歌,U+914D U+6B4C,,set to a song,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,馬蹄,U+99AC U+8E44,,horse's hoof,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,高尚,U+9AD8 U+5C1A,,noble; lofty,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,做一做,U+505A U+4E00 U+505A,,do a little practice,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,勘測,U+52D8 U+6E2C,,survey; measure,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,堅定,U+5805 U+5B9A,,firm; determined,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,清脆,U+6E05 U+8106,,clear and crisp,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,深處,U+6DF1 U+8655,,deep part,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喜洋洋,U+559C U+6D0B U+6D0B,,full of joy,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,循環小數,U+5FAA U+74B0 U+5C0F U+6578,,recurring decimal,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,悲傷,U+60B2 U+50B7,,sad; sadness,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,插秧,U+63D2 U+79E7,,plant rice seedlings,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,晶瑩,U+6676 U+7469,,sparkling; clear,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,智慧,U+667A U+6167,,wisdom; intelligence,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,殖民地,U+6B96 U+6C11 U+5730,,colony,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,游擊隊員,U+6E38 U+64CA U+968A U+54E1,,guerrilla fighter,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,滋味,U+6ECB U+5473,,taste; flavour,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,琵琶,U+7435 U+7436,,pipa (Chinese lute),approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,等級,U+7B49 U+7D1A,,level; grade,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,結實,U+7D50 U+5BE6,,strong; solid,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,萌發,U+840C U+767C,,sprout; begin to grow,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,進化,U+9032 U+5316,,evolve; evolution,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,集中,U+96C6 U+4E2D,,concentrate; gather,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黃自,U+9EC3 U+81EA,,Huang Zi,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,新聞,U+65B0 U+805E,,news,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,楊梅,U+694A U+6885,,Chinese bayberry,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,當天,U+7576 U+5929,,that day; the same day,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,裝配,U+88DD U+914D,,assemble; fit,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雷雨,U+96F7 U+96E8,,thunderstorm,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,電珠,U+96FB U+73E0,,electric bulb,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鼓掌,U+9F13 U+638C,,clap; applaud,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,旗杆,U+65D7 U+6746,,flagpole,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,榜樣,U+699C U+6A23,,example; model,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,榨出,U+69A8 U+51FA,,squeeze out,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,滾動,U+6EFE U+52D5,,roll,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,遠方,U+9060 U+65B9,,faraway place,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,劉大鵬,U+5289 U+5927 U+9D6C,,Liu Dapeng,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,寬廣,U+5BEC U+5EE3,,wide; broad,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,廚房,U+5EDA U+623F,,kitchen,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,德軍,U+5FB7 U+8ECD,,German army,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,樂趣,U+6A02 U+8DA3,,fun; pleasure,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,潮濕,U+6F6E U+6FD5,,damp; humid,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,練唱,U+7DF4 U+5531,,practise singing,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,線路,U+7DDA U+8DEF,,line; route; circuit,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,課堂,U+8AB2 U+5802,,classroom; lesson,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,學到,U+5B78 U+5230,,learn,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,導線,U+5C0E U+7DDA,,wire; lead,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,整齊,U+6574 U+9F4A,,neat; tidy,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,默寫,U+9ED8 U+5BEB,,write from memory,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,牆角,U+7246 U+89D2,,corner of a wall,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,總和,U+7E3D U+548C,,sum; total,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,聲聲,U+8072 U+8072,,every sound,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,講述,U+8B1B U+8FF0,,tell; narrate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,點燃,U+9EDE U+71C3,,light; ignite,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,壞人,U+58DE U+4EBA,,bad person,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,爆炸,U+7206 U+70B8,,explode; explosion,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,關懷,U+95DC U+61F7,,care for; concern,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,寶貴,U+5BF6 U+8CB4,,precious,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,一同,U+4E00 U+540C,,together,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,一陣陣,U+4E00 U+9663 U+9663,,waves of; gusts of,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,人才,U+4EBA U+624D,,talented person; talent,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,人影,U+4EBA U+5F71,,human shadow; figure,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,三角鐵,U+4E09 U+89D2 U+9435,,angle iron,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,下邊,U+4E0B U+908A,,lower side; below,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,大批,U+5927 U+6279,,large number; batch,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,大叔,U+5927 U+53D4,,uncle; middle-aged man,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,小號,U+5C0F U+865F,,small size; trumpet,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,山西,U+5C71 U+897F,,Shanxi,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,不一樣,U+4E0D U+4E00 U+6A23,,different; not the same,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,不如,U+4E0D U+5982,,not as good as,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,不信,U+4E0D U+4FE1,,not believe,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,中旬,U+4E2D U+65EC,,middle ten days of a month,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,升旗,U+5347 U+65D7,,raise the flag,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,及時,U+53CA U+6642,,in time; timely,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,天下,U+5929 U+4E0B,,under heaven; the world,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,天堂,U+5929 U+5802,,heaven,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,尺子,U+5C3A U+5B50,,ruler,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,引子,U+5F15 U+5B50,,introduction; prelude,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,心跳,U+5FC3 U+8DF3,,heartbeat,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,方位,U+65B9 U+4F4D,,direction; position,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,日月潭,U+65E5 U+6708 U+6F6D,,Sun Moon Lake,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,月季花,U+6708 U+5B63 U+82B1,,rose,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,水池,U+6C34 U+6C60,,pool; water tank,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,牛肉,U+725B U+8089,,beef,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,王永,U+738B U+6C38,,Wang Yong,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,王戎,U+738B U+620E,,Wang Rong,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,出色,U+51FA U+8272,,outstanding,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,加減,U+52A0 U+6E1B,,add and subtract,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,加熱,U+52A0 U+71B1,,heat; warm up,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,包含,U+5305 U+542B,,include; contain,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,北美,U+5317 U+7F8E,,North America,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,四人幫,U+56DB U+4EBA U+5E6B,,Gang of Four,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,平角,U+5E73 U+89D2,,straight angle,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,生鏽,U+751F U+93FD,,rust,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,用來,U+7528 U+4F86,,be used for,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,白糖,U+767D U+7CD6,,white sugar,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,立體,U+7ACB U+9AD4,,solid; three-dimensional,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,地層,U+5730 U+5C64,,rock layer; stratum,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,宇宙飛船,U+5B87 U+5B99 U+98DB U+8239,,spaceship,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,有名,U+6709 U+540D,,famous,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,有限,U+6709 U+9650,,limited,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,江水,U+6C5F U+6C34,,river water,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,江河,U+6C5F U+6CB3,,rivers,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,行進,U+884C U+9032,,move forward,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,伸手,U+4F38 U+624B,,reach out a hand,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,利息,U+5229 U+606F,,interest (money),approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,吩咐,U+5429 U+5490,,tell; instruct,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,吹起,U+5439 U+8D77,,blow up; start blowing,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,壯士,U+58EF U+58EB,,brave warrior,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,忘不了,U+5FD8 U+4E0D U+4E86,,cannot forget,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,忍不住,U+5FCD U+4E0D U+4F4F,,cannot help; cannot bear,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,投入,U+6295 U+5165,,put into; devote oneself,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,投降,U+6295 U+964D,,surrender,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,決議,U+6C7A U+8B70,,resolution; decide,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,秀麗,U+79C0 U+9E97,,beautiful; graceful,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,究竟,U+7A76 U+7ADF,,after all; exactly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,見面,U+898B U+9762,,meet,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,使勁,U+4F7F U+52C1,,use force,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,呼喚,U+547C U+559A,,call; summon,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,委員,U+59D4 U+54E1,,committee member,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,定期,U+5B9A U+671F,,regular; at a fixed time,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,底面積,U+5E95 U+9762 U+7A4D,,base area,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,抽屜,U+62BD U+5C5C,,drawer,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,林彪,U+6797 U+5F6A,,Lin Biao,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,河伯,U+6CB3 U+4F2F,,river god,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,波濤,U+6CE2 U+6FE4,,waves,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,花瓶,U+82B1 U+74F6,,vase,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,花傘,U+82B1 U+5098,,flowered umbrella,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,表弟,U+8868 U+5F1F,,younger male cousin,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,金牌,U+91D1 U+724C,,gold medal,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,長城,U+9577 U+57CE,,Great Wall,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,卻是,U+537B U+662F,,but actually,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,威尼斯,U+5A01 U+5C3C U+65AF,,Venice,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,威武,U+5A01 U+6B66,,powerful and majestic,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,宣告,U+5BA3 U+544A,,announce; declare,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,建議,U+5EFA U+8B70,,suggestion; advise,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,指頭,U+6307 U+982D,,finger,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,相加,U+76F8 U+52A0,,add together,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,看來,U+770B U+4F86,,it seems; apparently,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,秋季,U+79CB U+5B63,,autumn season,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,紀念,U+7D00 U+5FF5,,commemorate; memory,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,重重,U+91CD U+91CD,,heavily; layer upon layer,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,音組,U+97F3 U+7D44,,group of notes,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,音樂家,U+97F3 U+6A02 U+5BB6,,musician,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,風雪,U+98A8 U+96EA,,wind and snow,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,倒出,U+5012 U+51FA,,pour out,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,俱樂部,U+4FF1 U+6A02 U+90E8,,club,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,容器,U+5BB9 U+5668,,container,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,消化,U+6D88 U+5316,,digest; digestion,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,烈士,U+70C8 U+58EB,,martyr,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,爹爹,U+7239 U+7239,,father; dad,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,特殊,U+7279 U+6B8A,,special; unusual,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,笑了笑,U+7B11 U+4E86 U+7B11,,smiled,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,紙板,U+7D19 U+677F,,cardboard,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,紙屏,U+7D19 U+5C4F,,paper screen,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,茫茫,U+832B U+832B,,boundless; vast,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,追悼,U+8FFD U+60BC,,mourn; memorial,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,高士其,U+9AD8 U+58EB U+5176,,Gao Shiqi,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,高級,U+9AD8 U+7D1A,,high-level; advanced,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,高聲,U+9AD8 U+8072,,loud voice,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,乾草,U+4E7E U+8349,,hay,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,偷偷,U+5077 U+5077,,secretly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,剪下,U+526A U+4E0B,,cut off,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,強大,U+5F37 U+5927,,powerful,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,情感,U+60C5 U+611F,,feeling; emotion,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,推開,U+63A8 U+958B,,push open,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,推翻,U+63A8 U+7FFB,,overthrow,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,採訪,U+63A1 U+8A2A,,interview,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,教導,U+6559 U+5C0E,,teach; guide,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,甜蜜,U+751C U+871C,,sweet; happy,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,盛開,U+76DB U+958B,,be in full bloom,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,眼光,U+773C U+5149,,eyesight; vision,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,組曲,U+7D44 U+66F2,,suite (music),approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,荷葉,U+8377 U+8449,,lotus leaf,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,袋子,U+888B U+5B50,,bag,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,設備,U+8A2D U+5099,,equipment,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,連成,U+9023 U+6210,,join into a line,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,逝世,U+901D U+4E16,,pass away; die,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,造型,U+9020 U+578B,,shape; style,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雪人,U+96EA U+4EBA,,snowman,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,插秧機,U+63D2 U+79E7 U+6A5F,,rice-planting machine,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,普茹萊,U+666E U+8339 U+840A,,Puru Lai,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,晶狀體,U+6676 U+72C0 U+9AD4,,lens of the eye,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,焦裕祿,U+7126 U+88D5 U+797F,,Jiao Yulu,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,發育,U+767C U+80B2,,grow and develop,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,絕緣體,U+7D55 U+7DE3 U+9AD4,,insulator,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,絲綢,U+7D72 U+7DA2,,silk,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,給予,U+7D66 U+4E88,,give; provide,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,菜地,U+83DC U+5730,,vegetable plot,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,進門,U+9032 U+9580,,enter the door,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,開頭,U+958B U+982D,,beginning,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,集合,U+96C6 U+5408,,gather; set,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,項目,U+9805 U+76EE,,item; project,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
