"file","language","jsonPointer","original","corrected"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","fr","/sentenceBuilders/0/translations/fr","{""text"":""Le vendeur est au marché."",""tiles"":[""Le"",""vendeur"",""est"",""au"",""marché.""],""analysis"":{""sentencePattern"":""Article + noun + être + place phrase"",""literalOrderExplanation"":""Le → vendeur → est → au → marché"",""grammarExplanation"":[""French uses être for location."",""Articles agree with the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""vendeur"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""est"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""au"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""marché"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Le commerçant est au marché."",""tiles"":[""Le"",""commerçant"",""est"",""au"",""marché.""],""analysis"":{""sentencePattern"":""Article + noun + être + place phrase"",""literalOrderExplanation"":""Le → commerçant → est → au → marché"",""grammarExplanation"":[""French uses être for location."",""Articles agree with the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""commerçant"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""est"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""au"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""marché"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","ja","/sentenceBuilders/0/translations/ja","{""text"":""店員は市場にいます。"",""tiles"":[""店員は"",""市場に"",""います。""],""analysis"":{""sentencePattern"":""Topic + place + います"",""literalOrderExplanation"":""店員は → 市場に → います"",""grammarExplanation"":[""Japanese marks the topic with は."",""に marks a place for being or destination."",""The verb comes at the end.""],""tokens"":[{""text"":""店員は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""市場に"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""います"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""店主は市場にいます。"",""tiles"":[""店主は"",""市場に"",""います。""],""analysis"":{""sentencePattern"":""Topic + place + います"",""literalOrderExplanation"":""店主は → 市場に → います"",""grammarExplanation"":[""Japanese marks the topic with は."",""に marks a place for being or destination."",""The verb comes at the end.""],""tokens"":[{""text"":""店主は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""市場に"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""います"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","de","/sentenceBuilders/1/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","fr","/sentenceBuilders/1/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","es","/sentenceBuilders/1/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_044_market_shopping/pack.json","ja","/sentenceBuilders/1/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/vocabulary/1/translations/ja/text","母","お母さん"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/vocabulary/5/translations/ja/text","お水","水"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/phraseProgressionChains/1/steps/0/translations/ja","{""text"":""母"",""tiles"":[""母""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""母"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""母"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""お母さん"",""tiles"":[""お母さん""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""お母さん"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""お母さん"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja","{""text"":""母はパンを食べます。"",""tiles"":[""母は"",""パンを"",""食べます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""母は → パンを → 食べます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""母は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""パンを"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""食べます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""お母さんはパンを食べます。"",""tiles"":[""お母さんは"",""パンを"",""食べます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""お母さんは → パンを → 食べます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""お母さんは"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""パンを"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""食べます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","de","/sentenceBuilders/1/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","fr","/sentenceBuilders/1/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","es","/sentenceBuilders/1/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/sentenceBuilders/1/translations/ja","{""text"":""母はパンを食べます。"",""tiles"":[""母は"",""パンを"",""食べます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""母は → パンを → 食べます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""母は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""パンを"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""食べます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""お母さんはパンを食べます。"",""tiles"":[""お母さんは"",""パンを"",""食べます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""お母さんは → パンを → 食べます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""お母さんは"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""パンを"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""食べます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_045_kitchen_cooking/pack.json","ja","/sentenceBuilders/1/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/vocabulary/0/translations/ja/text","乗客","乗お客さん"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/vocabulary/1/translations/ja/text","旅人","旅行者"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/phraseProgressionChains/0/steps/0/translations/ja","{""text"":""乗客"",""tiles"":[""乗客""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""乗客"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""乗客"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""乗お客さん"",""tiles"":[""乗お客さん""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""乗お客さん"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""乗お客さん"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/phraseProgressionChains/0/steps/2/translations/ja","{""text"":""乗客は駅にいます。"",""tiles"":[""乗客は"",""駅に"",""います。""],""analysis"":{""sentencePattern"":""Topic + place + います"",""literalOrderExplanation"":""乗客は → 駅に → います"",""grammarExplanation"":[""Japanese marks the topic with は."",""に marks a place for being or destination."",""The verb comes at the end.""],""tokens"":[{""text"":""乗客は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""駅に"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""います"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""乗おお客さんさんは駅にいます。"",""tiles"":[""乗おお客さんさんは"",""駅に"",""います。""],""analysis"":{""sentencePattern"":""Topic + place + います"",""literalOrderExplanation"":""乗おお客さんさんは → 駅に → います"",""grammarExplanation"":[""Japanese marks the topic with は."",""に marks a place for being or destination."",""The verb comes at the end.""],""tokens"":[{""text"":""乗おお客さんさんは"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""駅に"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""います"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/phraseProgressionChains/1/steps/0/translations/ja","{""text"":""旅人"",""tiles"":[""旅人""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""旅人"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""旅人"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""旅行者"",""tiles"":[""旅行者""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""旅行者"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""旅行者"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/sentenceBuilders/0/translations/ja","{""text"":""乗客は駅にいます。"",""tiles"":[""乗客は"",""駅に"",""います。""],""analysis"":{""sentencePattern"":""Topic + place + います"",""literalOrderExplanation"":""乗客は → 駅に → います"",""grammarExplanation"":[""Japanese marks the topic with は."",""に marks a place for being or destination."",""The verb comes at the end.""],""tokens"":[{""text"":""乗客は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""駅に"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""います"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""乗おお客さんさんは駅にいます。"",""tiles"":[""乗おお客さんさんは"",""駅に"",""います。""],""analysis"":{""sentencePattern"":""Topic + place + います"",""literalOrderExplanation"":""乗おお客さんさんは → 駅に → います"",""grammarExplanation"":[""Japanese marks the topic with は."",""に marks a place for being or destination."",""The verb comes at the end.""],""tokens"":[{""text"":""乗おお客さんさんは"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""駅に"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""います"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","de","/sentenceBuilders/1/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","fr","/sentenceBuilders/1/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","es","/sentenceBuilders/1/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_046_train_station/pack.json","ja","/sentenceBuilders/1/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","de","/sentenceBuilders/1/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","fr","/sentenceBuilders/1/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","es","/sentenceBuilders/1/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_047_weather_seasons/pack.json","ja","/sentenceBuilders/1/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/vocabulary/0/translations/de/article","das","ein"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","fr","/vocabulary/0/translations/fr/text","responsable","parent"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","es","/vocabulary/0/translations/es/text","padre","progenitor"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/vocabulary/2/translations/de/text","Parkanlage","Park"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/vocabulary/2/translations/de/article","die","der"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/phraseProgressionChains/0/steps/0/translations/de","{""text"":""das Elternteil"",""tiles"":[""das Elternteil""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""das Elternteil"",""grammarExplanation"":[""German nouns are capitalised."",""The article marks gender.""],""tokens"":[{""text"":""das Elternteil"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""ein Elternteil"",""tiles"":[""ein Elternteil""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""ein Elternteil"",""grammarExplanation"":[""German nouns are capitalised."",""The article marks gender.""],""tokens"":[{""text"":""ein Elternteil"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","fr","/phraseProgressionChains/0/steps/0/translations/fr","{""text"":""le responsable"",""tiles"":[""le responsable""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""le responsable"",""grammarExplanation"":[""French nouns normally use an article."",""Elision such as l' is written without a space.""],""tokens"":[{""text"":""le responsable"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""le parent"",""tiles"":[""le parent""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""le parent"",""grammarExplanation"":[""French nouns normally use an article."",""Elision such as l' is written without a space.""],""tokens"":[{""text"":""le parent"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","es","/phraseProgressionChains/0/steps/0/translations/es","{""text"":""el padre"",""tiles"":[""el padre""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""el padre"",""grammarExplanation"":[""Spanish nouns normally use an article."",""The article marks gender.""],""tokens"":[{""text"":""el padre"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""el progenitor"",""tiles"":[""el progenitor""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""el progenitor"",""grammarExplanation"":[""Spanish nouns normally use an article."",""The article marks gender.""],""tokens"":[{""text"":""el progenitor"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/phraseProgressionChains/0/steps/1/translations/de","{""text"":""der Parkanlage."",""tiles"":[""der Parkanlage.""],""analysis"":{""sentencePattern"":""Prepositional/object phrase"",""literalOrderExplanation"":""der Parkanlage"",""grammarExplanation"":[""German phrase chunks often include an article or contraction.""],""tokens"":[{""text"":""der Parkanlage"",""type"":""phrase"",""role"":""supporting_detail"",""meaning"":""place"",""grammarNote"":""""}]}}","{""text"":""im Park."",""tiles"":[""im Park.""],""analysis"":{""sentencePattern"":""Prepositional/object phrase"",""literalOrderExplanation"":""im Park"",""grammarExplanation"":[""German phrase chunks often include an article or contraction.""],""tokens"":[{""text"":""im Park"",""type"":""phrase"",""role"":""supporting_detail"",""meaning"":""place"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/phraseProgressionChains/0/steps/2/translations/de","{""text"":""Das Elternteil ist in der Parkanlage."",""tiles"":[""Das"",""Elternteil"",""ist"",""in"",""der"",""Parkanlage.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + place phrase"",""literalOrderExplanation"":""Das → Elternteil → ist → in → der → Parkanlage"",""grammarExplanation"":[""German keeps the finite verb in second position."",""Location phrases often use dative forms such as im, am, or in der.""],""tokens"":[{""text"":""Das"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Elternteil"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""ist"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""in"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""der"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Parkanlage"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Ein Elternteil ist im Park."",""tiles"":[""Das"",""Elternteil"",""ist"",""in"",""der"",""Park.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + place phrase"",""literalOrderExplanation"":""Das → Elternteil → ist → in → der → Park"",""grammarExplanation"":[""German keeps the finite verb in second position."",""Location phrases often use dative forms such as im, am, or in der.""],""tokens"":[{""text"":""Das"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Elternteil"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""ist"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""in"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""der"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Park"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/phraseProgressionChains/0/steps/2/translations/de/tiles","Das | Elternteil | ist | in | der | Park.","Ein | Elternteil | ist | im | Park."
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","de","/phraseProgressionChains/0/steps/2/translations/de/analysis/literalOrderExplanation","Das → Elternteil → ist → in → der → Park","Ein → Elternteil → ist → im → Park"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_048_park_playground/pack.json","fr","/phraseProgressionChains/0/steps/2/translations/fr","{""text"":""Le responsable est dans le parc."",""tiles"":[""Le"",""responsable"",""est"",""dans"",""le"",""parc.""],""analysis"":{""sentencePattern"":""Article + noun + être + place phrase"",""literalOrderExplanation"":""Le → responsable → est → dans → le → parc"",""grammarExplanation"":[""French uses être for location."",""Articles agree with the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""responsable"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""est"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""dans"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""le"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""parc"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Le parent est dans le parc."",""tiles"":[""Le"",""parent"",""est"",""dans"",""le"",""parc.""],""analysis"":{""sentencePattern"":""Article + noun + être + place phrase"",""literalOrderExplanation"":""Le → parent → est → dans → le → parc"",""grammarExplanation"":[""French uses être for location."",""Articles agree with the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""parent"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""est"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""dans"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""le"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""parc"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
